id,boosting_score
1,0.00161225523334
2,2.43622635026e-05
3,2.91169089905e-05
4,0.000358197023161
5,0.000167729333043
6,5.91462448938e-05
7,0.000689483713359
8,0.00038830426638
9,2.96046546282e-05
10,4.42193741037e-05
11,0.000175850000232
12,7.62132331147e-05
13,0.00987599883229
14,7.47885060264e-05
15,8.6295818619e-05
16,0.000467028818093
17,8.09434714029e-05
18,0.000131170803797
19,0.000306039059069
20,2.13265993807e-05
21,0.000540900975466
22,0.000186069213669
23,8.52157390909e-05
24,0.00134949467611
25,2.85146761598e-05
26,5.29136832483e-06
27,0.000434592599049
28,3.05293797283e-05
29,8.43603120302e-05
30,0.000469868740765
31,0.000519591267221
32,0.00132097699679
33,0.000298402504995
34,0.000422700424679
35,0.00164194940589
36,0.000320393563015
37,0.000780787377153
38,0.149769112468
39,0.0567216165364
40,1.39496887641e-05
41,0.000152672088007
42,3.36886769219e-05
43,7.18355950085e-05
44,0.120917193592
45,0.0602299645543
46,7.31994659873e-05
47,0.000252945523243
48,0.000175417269929
49,0.000126254672068
50,0.0017055333592
51,0.000450577092124
52,0.000174175918801
53,6.749163731e-05
54,0.255972981453
55,3.36640441674e-05
56,5.99168888584e-05
57,4.6885717893e-05
58,9.38871598919e-05
59,5.98332444497e-05
60,0.0548583976924
61,4.40722396888e-05
62,0.0948143154383
63,0.000132233501063
64,0.00152695132419
65,0.000976965413429
66,0.000101118464954
67,0.0319457799196
68,0.000488495337777
69,6.38435667497e-05
70,0.000925190455746
71,0.000554762722459
72,5.16825602972e-05
73,6.44760148134e-05
74,0.000223983937758
75,7.40767354728e-05
76,6.10699134995e-05
77,0.000316385936458
78,0.00091159256408
79,0.000272532401141
80,0.000202138297027
81,0.000119506119518
82,0.000279582513031
83,6.01132487645e-05
84,0.468697845936
85,0.000378382974304
86,0.00623279809952
87,0.45671954751
88,0.83540803194
89,4.95739295729e-05
90,6.56418560538e-05
91,2.81658212771e-05
92,0.000114597954962
93,0.0659738257527
94,0.000404862454161
95,0.000162350013852
96,0.00474684638903
97,0.000550839991774
98,3.3136431739e-05
99,8.35195314721e-05
100,7.78052708483e-05
101,3.0851293559e-05
102,7.77903624112e-05
103,0.000547460222151
104,3.27640118485e-05
105,0.0221288278699
106,4.36593181803e-05
107,0.000119697033369
108,0.000107200416096
109,0.0111104967073
110,0.117444030941
111,0.000424595084041
112,4.52519925602e-05
113,0.000183663156349
114,0.00021958227444
115,3.06173751596e-05
116,0.000277449988062
117,0.00886663142592
118,0.000603782769758
119,0.000282207824057
120,8.86413108674e-05
121,0.0130222542211
122,2.507750105e-05
123,8.64608009579e-05
124,1.34376614369e-05
125,0.000105871033156
126,0.000243915856117
127,0.000971470202785
128,2.46480667556e-05
129,1.69450395333e-05
130,0.537207245827
131,0.0603966861963
132,0.000537759740837
133,7.62101044529e-05
134,0.000115940347314
135,0.000139893963933
136,0.00102759792935
137,1.94233307411e-05
138,5.49156065972e-05
139,0.0160696972162
140,0.0212453883141
141,0.000108696993266
142,0.000231312063988
143,3.87899162888e-05
144,5.45163893548e-05
145,4.57706701127e-05
146,2.5105136956e-05
147,6.12816220382e-05
148,0.000435198278865
149,6.98590447428e-05
150,0.0245836861432
151,6.72070600558e-05
152,0.101724348962
153,0.0840460658073
154,2.70708515018e-05
155,6.29906935501e-05
156,1.37394090416e-05
157,3.61582387995e-05
158,0.00034143513767
159,0.000109608452476
160,5.81094973313e-05
161,0.000169975450262
162,9.27337314351e-05
163,0.0001367527002
164,0.0423230454326
165,0.000360851030564
166,0.00115510332398
167,5.86440328334e-05
168,0.00048313519801
169,0.602727234364
170,0.000415480288211
171,0.107366740704
172,0.00053325627232
173,0.000293926888844
174,7.33667693567e-05
175,3.34985415975e-05
176,0.0187625233084
177,4.41303200205e-05
178,2.69517913694e-05
179,0.0038106853608
180,0.0455695986748
181,0.000438120332547
182,0.0802189484239
183,0.184294372797
184,0.00359003082849
185,4.22874800279e-05
186,0.000139668831252
187,0.000412111985497
188,0.000231224970776
189,0.000559034640901
190,0.341525614262
191,0.000105692291982
192,0.000383699050872
193,2.53058478847e-05
194,5.58696265216e-05
195,0.000238912951318
196,0.000515817024279
197,0.000337297824444
198,0.000129709471366
199,0.000796655192971
200,0.000142634220538
201,0.0522553659976
202,0.000168105441844
203,0.0115789230913
204,0.0433615073562
205,0.00251728645526
206,0.000858496816363
207,8.78910286701e-05
208,0.000567997107282
209,0.00232671527192
210,0.000123397869174
211,5.19477580383e-05
212,0.000245885632467
213,0.00107190234121
214,0.000196903958567
215,0.000338151847245
216,8.29068594612e-05
217,0.00048017091467
218,0.00724844122306
219,0.000172701111296
220,3.25334876834e-05
221,0.000445692741778
222,8.55104881339e-05
223,6.83507460053e-05
224,2.68120493274e-05
225,0.535357296467
226,2.39233049797e-05
227,0.000668239488732
228,7.93889848865e-05
229,0.00141191610601
230,7.33106062398e-05
231,1.53619439516e-05
232,0.152797117829
233,0.0318703576922
234,0.000272277131444
235,0.000407597428421
236,1.9974379029e-05
237,0.000124801677885
238,1.5582278138e-05
239,7.42286938475e-05
240,0.00136163656134
241,6.76870622556e-05
242,0.043512031436
243,3.5634428059e-05
244,8.13845617813e-05
245,0.00222190329805
246,0.00457854755223
247,0.000141713448102
248,0.000670206791256
249,0.000221385998884
250,0.0456380993128
251,4.11288892792e-05
252,3.81531026505e-05
253,2.12553513848e-05
254,0.000151876403834
255,0.000114741080324
256,0.000325043598423
257,6.31368311588e-05
258,0.000124619255075
259,0.000532227801159
260,0.000330091686919
261,0.0310887042433
262,9.07065987121e-05
263,4.72568972327e-05
264,6.75945047988e-05
265,1.86064789887e-05
266,4.25989783253e-05
267,6.42229497316e-05
268,0.0524938255548
269,2.53479229286e-05
270,0.00430226325989
271,0.679586529732
272,0.200057506561
273,1.79737635335e-05
274,5.29583885509e-05
275,4.33566892752e-05
276,2.1547981305e-05
277,2.9233735404e-05
278,0.000682065961882
279,3.05102894345e-05
280,0.000130201806314
281,0.0168521497399
282,7.24913297745e-06
283,0.0010826518992
284,0.000105640698166
285,2.84644684143e-05
286,0.000345833948813
287,3.86739375244e-05
288,8.72257369338e-05
289,0.000501123897266
290,3.60152153007e-05
291,2.80890799331e-05
292,0.0603580959141
293,0.00180408579763
294,0.000117167779536
295,0.000416865281295
296,0.000422445038566
297,4.65681841888e-05
298,0.000391042762203
299,1.24354282889e-05
300,4.75932465633e-05
301,0.000134467831231
302,0.000223482202273
303,0.000325161381625
304,0.000184505333891
305,0.000184828793863
306,8.61235093907e-05
307,0.000182824500371
308,1.76524008566e-05
309,5.86473324802e-05
310,3.38735262631e-05
311,4.9925478379e-05
312,0.000168771963217
313,0.000186894074432
314,0.000160035488079
315,0.000187674610061
316,6.35343021713e-05
317,0.00405670888722
318,0.000442379096057
319,1.48655626617e-05
320,0.00054733606521
321,3.83355691156e-05
322,0.000456820329418
323,0.000384871178539
324,0.000206728946068
325,0.000147523169289
326,8.03612711024e-05
327,0.000474078202387
328,0.000522988208104
329,0.000231425248785
330,0.000207015138585
331,0.0994496941566
332,0.00480910670012
333,5.77166701987e-06
334,7.37412483431e-05
335,0.000283078756183
336,1.55259403982e-05
337,0.000120130294817
338,3.01445779769e-05
339,0.00341956620105
340,0.000118867748824
341,0.000116043433081
342,2.26858901442e-05
343,6.44616466161e-06
344,0.000177620764589
345,0.000115173425002
346,0.0350430384278
347,1.97480403585e-05
348,0.0330545455217
349,0.00230986857787
350,7.8797522292e-05
351,8.73213648447e-05
352,0.0730107799172
353,7.67276942497e-05
354,4.78688089061e-05
355,0.0007800005842
356,8.88852518983e-05
357,0.00236853491515
358,0.00640603341162
359,8.43235611683e-05
360,7.82949355198e-05
361,0.000533085782081
362,2.98611776088e-05
363,2.06548938877e-05
364,0.000957915210165
365,0.000167964928551
366,9.45753708947e-05
367,2.98857066809e-05
368,0.00102920667268
369,0.000175682580448
370,0.000156389069161
371,0.000477957248222
372,7.41744224797e-05
373,0.0702911689878
374,0.00065668130992
375,0.00012459573918
376,6.35846736259e-05
377,0.000176083223778
378,0.000290469470201
379,0.00063771312125
380,0.000433660607086
381,4.23793644586e-05
382,0.00024567451328
383,0.000317493337207
384,0.0178443510085
385,0.00116616406012
386,0.000256286555668
387,0.000108956643089
388,0.0143937775865
389,0.58828753233
390,0.00041395824519
391,0.551810443401
392,0.000126877173898
393,7.32792250346e-05
394,0.000354733143467
395,0.0606351196766
396,1.3579860024e-05
397,0.000440121832071
398,1.30079597511e-05
399,0.000113686299301
400,2.44044458668e-05
401,1.82750245585e-05
402,0.00423444760963
403,9.17094876058e-05
404,4.48254977528e-05
405,0.000176281115273
406,0.00403443910182
407,0.00540726445615
408,0.000242638037889
409,0.0166498087347
410,0.000680106633808
411,0.000567974406295
412,0.111128300428
413,0.113797605038
414,7.3249815614e-05
415,8.51721852086e-05
416,2.67452705884e-05
417,0.01223784592
418,0.000491918297485
419,0.000147040904267
420,0.151683866978
421,0.023493507877
422,0.000110071094241
423,0.000526975374669
424,0.000155728674144
425,5.26901931153e-05
426,4.40980948042e-05
427,0.000471420586109
428,4.88370060339e-05
429,4.36251102656e-05
430,5.71855234739e-05
431,0.104027532041
432,0.0767676234245
433,0.000215823034523
434,3.09691749862e-05
435,6.57678028801e-05
436,2.35843326664e-05
437,0.000461857620394
438,0.000112620684376
439,0.000485233787913
440,0.000151431013364
441,0.000303932174575
442,9.46531436057e-05
443,0.000218351109652
444,0.00117556890473
445,4.60259798274e-05
446,1.98235156859e-05
447,0.910479903221
448,1.55770630954e-05
449,0.000122714482131
450,0.000453382119304
451,0.000542412104551
452,3.44000509358e-05
453,0.000142026488902
454,0.0057407617569
455,4.3395695684e-05
456,0.00147279456723
457,1.01389887277e-05
458,0.445644080639
459,0.000149844112457
460,4.03862977691e-05
461,2.82578603219e-05
462,0.0001270112989
463,2.46285821959e-06
464,4.68821417599e-05
465,4.20407559432e-05
466,0.00031803897582
467,8.37279803818e-05
468,0.117159225047
469,6.90459419275e-05
470,4.83652875118e-05
471,7.48581442167e-05
472,0.0312744565308
473,0.000106070096081
474,9.88138781395e-05
475,0.911198675632
476,0.000128295723698
477,0.0010281476425
478,0.000119384596474
479,0.000290967262117
480,8.65609545144e-05
481,3.14432654704e-05
482,0.000124073238112
483,0.000192534207599
484,0.00010520331125
485,0.000503995455801
486,0.0126573797315
487,0.00853088963777
488,0.000308408925775
489,8.03357543191e-05
490,5.55509250262e-05
491,3.00233950838e-05
492,0.000115637929412
493,0.000299752049614
494,0.00159909052309
495,3.88582629967e-05
496,3.98734591727e-05
497,0.000114314512757
498,6.66975683998e-05
499,2.9891655231e-06
500,5.36894112884e-05
501,5.01447284478e-05
502,3.62306200259e-05
503,0.00128013512585
504,0.000373138580471
505,0.000494694977533
506,0.000703414145391
507,0.0214867964387
508,5.53977770323e-05
509,7.00076925568e-05
510,0.00285759498365
511,9.4990231446e-05
512,0.000156169131515
513,0.84495639801
514,0.000163022486959
515,7.80860063969e-05
516,4.35013535025e-05
517,0.000109932319901
518,9.93332068902e-05
519,4.79961090605e-05
520,0.000123040677863
521,0.00153352867346
522,0.000180619637831
523,5.11472535436e-05
524,0.000861446722411
525,0.000259221764281
526,0.0013411102118
527,0.000202601586352
528,0.00027188876993
529,0.00646750535816
530,0.000323804561049
531,8.71146912687e-05
532,0.0100850248709
533,5.81515196245e-05
534,6.71782909194e-05
535,0.000507095595822
536,5.57816856599e-05
537,4.21310614911e-05
538,4.89089215989e-05
539,0.00011038568482
540,7.11101847628e-06
541,0.0045713596046
542,4.54066612292e-05
543,4.14228816226e-05
544,3.79004886781e-05
545,5.58060528419e-05
546,0.000242380236159
547,9.24319683691e-05
548,0.000293252029223
549,5.79801999265e-05
550,0.00331577123143
551,3.95498573198e-05
552,3.17684825859e-05
553,0.000309299648507
554,0.000511206279043
555,1.14575723273e-05
556,5.93514232605e-06
557,5.81255735597e-05
558,2.3718286684e-05
559,0.00015032927331
560,0.000331726769218
561,8.44176902319e-05
562,4.501204603e-05
563,0.00235012290068
564,3.95785682485e-05
565,8.14104132587e-05
566,0.00236008060165
567,0.0226387362927
568,2.41928355535e-05
569,0.000109914079076
570,0.853543817997
571,0.000263751077
572,0.00553270848468
573,2.12706199818e-05
574,0.000216595464735
575,0.000119316086057
576,9.43832928897e-05
577,3.92835390812e-05
578,1.09006659841e-05
579,0.000157434464199
580,0.0108183464035
581,3.5791326809e-05
582,4.58980830444e-05
583,9.29062371142e-05
584,0.000401800934924
585,1.26273534988e-05
586,2.11265396501e-05
587,0.000332730502123
588,0.000544197973795
589,0.00191922637168
590,9.20529828363e-07
591,0.000260802131379
592,7.67143064877e-05
593,2.60183460341e-05
594,0.000666553969495
595,0.000122839861433
596,0.000156771595357
597,1.31517308546e-05
598,0.0292319245636
599,0.0001439274929
600,5.68861032662e-05
601,0.0898607820272
602,0.000169322258444
603,4.10644970543e-05
604,0.00198115967214
605,3.65699015674e-05
606,0.000101963181805
607,4.90372622153e-05
608,0.000383276812499
609,0.000291453412501
610,4.42724121967e-05
611,0.000706234597601
612,0.000482002680656
613,0.000178786242031
614,0.00131847325247
615,0.00015818925749
616,0.000697968876921
617,0.00144411472138
618,9.06095083337e-05
619,3.08332928398e-05
